Шифр расценки и коды ресурсов,Наименование работ и затрат,Ед. изм.,Unnamed: 3,Наименование СПГЗ,ID,КПГЗ,Единица измерения,Unnamed: 8
4.37-3-3,"Монтаж оборудования на открытой площадке, масса оборудования 0,1 т",1 шт.,1,Установка дополнительного контейнера – сетки для раздельного сбора отходов в рамках ремонтно-восстановительных работ на объектах благоустройства,91740773.0,02.06.05.01 РАБОТЫ РЕМОНТНО-ВОССТАНОВИТЕЛЬНЫЕ СВЯЗАННЫЕ С ЭЛЕМЕНТАМИ БЛАГОУСТРОЙСТВА ТЕРРИТОРИЙ,Штука,
4.37-3-3,"Монтаж оборудования на открытой площадке, масса оборудования 0,1 т",1 шт.,1,Установка контейнера для раздельного сбора отходов в рамках благоустройства территории,91740041.0,02.03.03.06 ОБУСТРОЙСТВО МАФ ТЕРРИТОРИЙ,Штука,
4.37-3-3,"Монтаж оборудования на открытой площадке, масса оборудования 0,1 т",1 шт.,1,Установка контейнера для раздельного сбора отходов в рамках ремонтно-восстановительных работ на объектах благоустройства,91742349.0,02.06.05.01 РАБОТЫ РЕМОНТНО-ВОССТАНОВИТЕЛЬНЫЕ СВЯЗАННЫЕ С ЭЛЕМЕНТАМИ БЛАГОУСТРОЙСТВА ТЕРРИТОРИЙ,Штука,
4.37-3-3,"Монтаж оборудования на открытой площадке, масса оборудования 0,1 т",1 шт.,1,Устройство контейнерной (бункерной) площадки в рамках благоустройства территорий объектов спорта,60046219.0,02.03.12 РАБОТЫ ПО БЛАГОУСТРОЙСТВУ ТЕРРИТОРИЙ ОБЪЕКТОВ СПОРТА,Квадратный метр,
4.37-3-3,"Монтаж оборудования на открытой площадке, масса оборудования 0,1 т",1 шт.,1,Устройство контейнерной (бункерной) площадки в рамках благоустройства территорий учреждений образования,59116642.0,02.03.11 РАБОТЫ ПО БЛАГОУСТРОЙСТВУ ТЕРРИТОРИЙ УЧРЕЖДЕНИЙ ОБРАЗОВАНИЯ,Квадратный метр,
4.37-3-3,"Монтаж оборудования на открытой площадке, масса оборудования 0,1 т",1 шт.,1,Устройство контейнерной площадки в рамках компенсационного озеленения,70227533.0,02.04.04.03.01 ВОССТАНОВЛЕНИЕ ЗЕЛЕНЫХ НАСАЖДЕНИЙ В РАМКАХ КОМПЕНСАЦИОННОГО ОЗЕЛЕНЕНИЯ ТЕРРИТОРИЙ,Штука,
4.37-3-3,"Монтаж оборудования на открытой площадке, масса оборудования 0,1 т",1 шт.,1,Устройство контейнерной площадки на особо охраняемых природных территориях,10551886.0,02.03.05 СТРОИТЕЛЬСТВО НА ОСОБО ОХРАНЯЕМЫХ ПРИРОДНЫХ ТЕРРИТОРИЯХ (ООПТ),Штука,
4.37-3-3,"Монтаж оборудования на открытой площадке, масса оборудования 0,1 т",1 шт.,1,Устройство павильона контейнерной площадки при благоустройстве парков,46323838.0,"02.03.04 СТРОИТЕЛЬСТВО ПАРКОВ, МЕСТ ОТДЫХА И ДОСУГА",Штука, штука
4.37-3-3,"Монтаж оборудования на открытой площадке, масса оборудования 0,1 т",1 шт.,1,Устройство элементов контейнерных (бункерных) площадок в рамках благоустройства территорий объектов спорта,60046291.0,02.03.12 РАБОТЫ ПО БЛАГОУСТРОЙСТВУ ТЕРРИТОРИЙ ОБЪЕКТОВ СПОРТА,Штука,
4.37-3-3,"Монтаж оборудования на открытой площадке, масса оборудования 0,1 т",1 шт.,1,Устройство элементов контейнерных (бункерных) площадок в рамках благоустройства территорий учреждений образования,59116663.0,02.03.11 РАБОТЫ ПО БЛАГОУСТРОЙСТВУ ТЕРРИТОРИЙ УЧРЕЖДЕНИЙ ОБРАЗОВАНИЯ,Штука,
4.37-3-3,"Монтаж оборудования на открытой площадке, масса оборудования 0,1 т",1 шт.,1,Демонтаж стеллы в рамках благоустройства территории,91743864.0,02.03.03.06 ОБУСТРОЙСТВО МАФ ТЕРРИТОРИЙ,Штука,
4.37-3-3,"Монтаж оборудования на открытой площадке, масса оборудования 0,1 т",1 шт.,1,Демонтаж стеллы в рамках ремонтно-восстановительных работ на объектах благоустройства,91741836.0,02.06.05.01 РАБОТЫ РЕМОНТНО-ВОССТАНОВИТЕЛЬНЫЕ СВЯЗАННЫЕ С ЭЛЕМЕНТАМИ БЛАГОУСТРОЙСТВА ТЕРРИТОРИЙ,Штука,
4.37-3-3,"Монтаж оборудования на открытой площадке, масса оборудования 0,1 т",1 шт.,1,Замена стеллы в рамках благоустройства территории,91740305.0,02.03.03.06 ОБУСТРОЙСТВО МАФ ТЕРРИТОРИЙ,Штука,
4.37-3-3,"Монтаж оборудования на открытой площадке, масса оборудования 0,1 т",1 шт.,1,Замена стеллы в рамках ремонтно-восстановительных работ на объектах благоустройства,91739115.0,02.06.05.01 РАБОТЫ РЕМОНТНО-ВОССТАНОВИТЕЛЬНЫЕ СВЯЗАННЫЕ С ЭЛЕМЕНТАМИ БЛАГОУСТРОЙСТВА ТЕРРИТОРИЙ,Штука,
4.37-3-3,"Монтаж оборудования на открытой площадке, масса оборудования 0,1 т",1 шт.,1,Установка стеллы в рамках благоустройства территории,91742885.0,02.03.03.06 ОБУСТРОЙСТВО МАФ ТЕРРИТОРИЙ,Штука,
4.37-3-3,"Монтаж оборудования на открытой площадке, масса оборудования 0,1 т",1 шт.,1,Установка стеллы в рамках ремонтно-восстановительных работ на объектах благоустройства,91739597.0,02.06.05.01 РАБОТЫ РЕМОНТНО-ВОССТАНОВИТЕЛЬНЫЕ СВЯЗАННЫЕ С ЭЛЕМЕНТАМИ БЛАГОУСТРОЙСТВА ТЕРРИТОРИЙ,Штука,
4.37-3-3,"Монтаж оборудования на открытой площадке, масса оборудования 0,1 т",1 шт.,1,Демонтаж биотуалета в рамках благоустройства территории,91739436.0,02.03.03.06 ОБУСТРОЙСТВО МАФ ТЕРРИТОРИЙ,Штука,
4.37-3-3,"Монтаж оборудования на открытой площадке, масса оборудования 0,1 т",1 шт.,1,Демонтаж биотуалета в рамках ремонтно-восстановительных работ на объектах благоустройства,91741657.0,02.06.05.01 РАБОТЫ РЕМОНТНО-ВОССТАНОВИТЕЛЬНЫЕ СВЯЗАННЫЕ С ЭЛЕМЕНТАМИ БЛАГОУСТРОЙСТВА ТЕРРИТОРИЙ,Штука,
4.37-3-3,"Монтаж оборудования на открытой площадке, масса оборудования 0,1 т",1 шт.,1,Замена биотуалета в рамках благоустройства территории,91743116.0,02.03.03.06 ОБУСТРОЙСТВО МАФ ТЕРРИТОРИЙ,Штука,
4.37-3-3,"Монтаж оборудования на открытой площадке, масса оборудования 0,1 т",1 шт.,1,Замена биотуалета в рамках ремонтно-восстановительных работ на объектах благоустройства,91738807.0,02.06.05.01 РАБОТЫ РЕМОНТНО-ВОССТАНОВИТЕЛЬНЫЕ СВЯЗАННЫЕ С ЭЛЕМЕНТАМИ БЛАГОУСТРОЙСТВА ТЕРРИТОРИЙ,Штука,
4.37-3-3,"Монтаж оборудования на открытой площадке, масса оборудования 0,1 т",1 шт.,1,Установка биотуалета в рамках благоустройства территории,91741555.0,02.03.03.06 ОБУСТРОЙСТВО МАФ ТЕРРИТОРИЙ,Штука,
4.37-3-3,"Монтаж оборудования на открытой площадке, масса оборудования 0,1 т",1 шт.,1,Установка биотуалета в рамках ремонтно-восстановительных работ на объектах благоустройства,91742767.0,02.06.05.01 РАБОТЫ РЕМОНТНО-ВОССТАНОВИТЕЛЬНЫЕ СВЯЗАННЫЕ С ЭЛЕМЕНТАМИ БЛАГОУСТРОЙСТВА ТЕРРИТОРИЙ,Штука,
4.37-3-3,"Монтаж оборудования на открытой площадке, масса оборудования 0,1 т",1 шт.,1,Демонтаж бункера - накопителя в рамках благоустройства территории,91741210.0,02.03.03.06 ОБУСТРОЙСТВО МАФ ТЕРРИТОРИЙ,Штука,
4.37-3-3,"Монтаж оборудования на открытой площадке, масса оборудования 0,1 т",1 шт.,1,Демонтаж бункера - накопителя в рамках ремонтно-восстановительных работ на объектах благоустройства,91740517.0,02.06.05.01 РАБОТЫ РЕМОНТНО-ВОССТАНОВИТЕЛЬНЫЕ СВЯЗАННЫЕ С ЭЛЕМЕНТАМИ БЛАГОУСТРОЙСТВА ТЕРРИТОРИЙ,Штука,
4.37-3-3,"Монтаж оборудования на открытой площадке, масса оборудования 0,1 т",1 шт.,1,Замена бункера - накопителя в рамках благоустройства территории,91743117.0,02.03.03.06 ОБУСТРОЙСТВО МАФ ТЕРРИТОРИЙ,Штука,
4.37-3-3,"Монтаж оборудования на открытой площадке, масса оборудования 0,1 т",1 шт.,1,Замена бункера - накопителя в рамках ремонтно-восстановительных работ на объектах благоустройства,91740688.0,02.06.05.01 РАБОТЫ РЕМОНТНО-ВОССТАНОВИТЕЛЬНЫЕ СВЯЗАННЫЕ С ЭЛЕМЕНТАМИ БЛАГОУСТРОЙСТВА ТЕРРИТОРИЙ,Штука,
4.37-3-3,"Монтаж оборудования на открытой площадке, масса оборудования 0,1 т",1 шт.,1,Установка бункера - накопителя в рамках благоустройства территории,91740342.0,02.03.03.06 ОБУСТРОЙСТВО МАФ ТЕРРИТОРИЙ,Штука,
4.37-3-3,"Монтаж оборудования на открытой площадке, масса оборудования 0,1 т",1 шт.,1,Установка бункера - накопителя в рамках ремонтно-восстановительных работ на объектах благоустройства,91742768.0,02.06.05.01 РАБОТЫ РЕМОНТНО-ВОССТАНОВИТЕЛЬНЫЕ СВЯЗАННЫЕ С ЭЛЕМЕНТАМИ БЛАГОУСТРОЙСТВА ТЕРРИТОРИЙ,Штука,
4.37-3-3,"Монтаж оборудования на открытой площадке, масса оборудования 0,1 т",1 шт.,1,Устройство бокса индивидуального в рамках строительства велосипедной инфраструктуры,161166016.0,02.03.02.02.02.04 РАБОТЫ ПО УСТРОЙСТВУ ВЕЛОСИПЕДНОЙ ИНФРАСТРУКТУРЫ,Штука,
4.37-3-3,"Монтаж оборудования на открытой площадке, масса оборудования 0,1 т",1 шт.,1,Устройство нестационарного торгового объекта при благоустройстве парков,47110541.0,"02.03.04 СТРОИТЕЛЬСТВО ПАРКОВ, МЕСТ ОТДЫХА И ДОСУГА",Штука, штука
4.37-3-4,"Монтаж оборудования на открытой площадке, масса оборудования 0,5 т",1 шт.,1,Демонтаж модульного объекта в рамках благоустройства территории,91742867.0,02.03.03.06 ОБУСТРОЙСТВО МАФ ТЕРРИТОРИЙ,Штука,
4.37-3-4,"Монтаж оборудования на открытой площадке, масса оборудования 0,5 т",1 шт.,1,Демонтаж модульного объекта в рамках благоустройства территории,91742867.0,02.03.03.06 ОБУСТРОЙСТВО МАФ ТЕРРИТОРИЙ,Штука,
4.37-3-4,"Монтаж оборудования на открытой площадке, масса оборудования 0,5 т",1 шт.,1,Демонтаж модульного объекта в рамках ремонтно-восстановительных работ на объектах благоустройства,91741801.0,02.06.05.01 РАБОТЫ РЕМОНТНО-ВОССТАНОВИТЕЛЬНЫЕ СВЯЗАННЫЕ С ЭЛЕМЕНТАМИ БЛАГОУСТРОЙСТВА ТЕРРИТОРИЙ,Штука,
4.37-3-4,"Монтаж оборудования на открытой площадке, масса оборудования 0,5 т",1 шт.,1,Замена модульного объекта в рамках благоустройства территории,91740073.0,02.03.03.06 ОБУСТРОЙСТВО МАФ ТЕРРИТОРИЙ,Штука,
4.37-3-4,"Монтаж оборудования на открытой площадке, масса оборудования 0,5 т",1 шт.,1,Замена модульного объекта в рамках ремонтно-восстановительных работ на объектах благоустройства,91741994.0,02.06.05.01 РАБОТЫ РЕМОНТНО-ВОССТАНОВИТЕЛЬНЫЕ СВЯЗАННЫЕ С ЭЛЕМЕНТАМИ БЛАГОУСТРОЙСТВА ТЕРРИТОРИЙ,Штука,
4.37-3-4,"Монтаж оборудования на открытой площадке, масса оборудования 0,5 т",1 шт.,1,Установка модульного объекта в рамках благоустройства территории,91740055.0,02.03.03.06 ОБУСТРОЙСТВО МАФ ТЕРРИТОРИЙ,Штука,
4.37-3-4,"Монтаж оборудования на открытой площадке, масса оборудования 0,5 т",1 шт.,1,Установка модульного объекта в рамках ремонтно-восстановительных работ на объектах благоустройства,91741191.0,02.06.05.01 РАБОТЫ РЕМОНТНО-ВОССТАНОВИТЕЛЬНЫЕ СВЯЗАННЫЕ С ЭЛЕМЕНТАМИ БЛАГОУСТРОЙСТВА ТЕРРИТОРИЙ,Штука,
4.37-3-4,"Монтаж оборудования на открытой площадке, масса оборудования 0,5 т",1 шт.,1,Установка модульного объекта в рамках ремонтно-восстановительных работ на объектах благоустройства,91741191.0,02.06.05.01 РАБОТЫ РЕМОНТНО-ВОССТАНОВИТЕЛЬНЫЕ СВЯЗАННЫЕ С ЭЛЕМЕНТАМИ БЛАГОУСТРОЙСТВА ТЕРРИТОРИЙ,Штука,
4.37-3-4,"Монтаж оборудования на открытой площадке, масса оборудования 0,5 т",1 шт.,1,Устройство туалетного модуля в рамках благоустройства территорий объектов спорта,60046446.0,02.03.12 РАБОТЫ ПО БЛАГОУСТРОЙСТВУ ТЕРРИТОРИЙ ОБЪЕКТОВ СПОРТА,Штука,
4.37-3-4,"Монтаж оборудования на открытой площадке, масса оборудования 0,5 т",1 шт.,1,Устройство туалетного модуля в рамках благоустройства территорий учреждений образования,59116660.0,02.03.11 РАБОТЫ ПО БЛАГОУСТРОЙСТВУ ТЕРРИТОРИЙ УЧРЕЖДЕНИЙ ОБРАЗОВАНИЯ,Штука,
4.37-3-4,"Монтаж оборудования на открытой площадке, масса оборудования 0,5 т",1 шт.,1,Устройство туалетного модуля в рамках компенсационного озеленения,70227575.0,02.04.04.03.01 ВОССТАНОВЛЕНИЕ ЗЕЛЕНЫХ НАСАЖДЕНИЙ В РАМКАХ КОМПЕНСАЦИОННОГО ОЗЕЛЕНЕНИЯ ТЕРРИТОРИЙ,Штука,
4.37-3-4,"Монтаж оборудования на открытой площадке, масса оборудования 0,5 т",1 шт.,1,Устройство туалетного модуля на особо охраняемых природных территориях,10570098.0,02.03.05 СТРОИТЕЛЬСТВО НА ОСОБО ОХРАНЯЕМЫХ ПРИРОДНЫХ ТЕРРИТОРИЯХ (ООПТ),Штука,
4.37-3-4,"Монтаж оборудования на открытой площадке, масса оборудования 0,5 т",1 шт.,1,Устройство туалетного модуля при благоустройстве парков,47110539.0,"02.03.04 СТРОИТЕЛЬСТВО ПАРКОВ, МЕСТ ОТДЫХА И ДОСУГА",Штука, штука
4.37-3-4,"Монтаж оборудования на открытой площадке, масса оборудования 0,5 т",1 шт.,1,Замена малой архитектурной формы из бетона в рамках благоустройства территорий объектов спорта,60046181.0,02.03.12 РАБОТЫ ПО БЛАГОУСТРОЙСТВУ ТЕРРИТОРИЙ ОБЪЕКТОВ СПОРТА,Штука,
4.37-3-4,"Монтаж оборудования на открытой площадке, масса оборудования 0,5 т",1 шт.,1,Замена малой архитектурной формы из бетона в рамках благоустройства территорий учреждений образования,59116763.0,02.03.11 РАБОТЫ ПО БЛАГОУСТРОЙСТВУ ТЕРРИТОРИЙ УЧРЕЖДЕНИЙ ОБРАЗОВАНИЯ,Штука,
4.37-3-4,"Монтаж оборудования на открытой площадке, масса оборудования 0,5 т",1 шт.,1,Замена малой архитектурной формы из дерева в рамках благоустройства территорий объектов спорта,60046182.0,02.03.12 РАБОТЫ ПО БЛАГОУСТРОЙСТВУ ТЕРРИТОРИЙ ОБЪЕКТОВ СПОРТА,Штука,
4.37-3-4,"Монтаж оборудования на открытой площадке, масса оборудования 0,5 т",1 шт.,1,Замена малой архитектурной формы из дерева в рамках благоустройства территорий учреждений образования,59116674.0,02.03.11 РАБОТЫ ПО БЛАГОУСТРОЙСТВУ ТЕРРИТОРИЙ УЧРЕЖДЕНИЙ ОБРАЗОВАНИЯ,Штука,
4.37-3-4,"Монтаж оборудования на открытой площадке, масса оборудования 0,5 т",1 шт.,1,Замена малой архитектурной формы из металла в рамках благоустройства территорий объектов спорта,60046097.0,02.03.12 РАБОТЫ ПО БЛАГОУСТРОЙСТВУ ТЕРРИТОРИЙ ОБЪЕКТОВ СПОРТА,Штука,
4.37-3-4,"Монтаж оборудования на открытой площадке, масса оборудования 0,5 т",1 шт.,1,Замена малой архитектурной формы из металла в рамках благоустройства территорий учреждений образования,59116764.0,02.03.11 РАБОТЫ ПО БЛАГОУСТРОЙСТВУ ТЕРРИТОРИЙ УЧРЕЖДЕНИЙ ОБРАЗОВАНИЯ,Штука,
4.37-3-4,"Монтаж оборудования на открытой площадке, масса оборудования 0,5 т",1 шт.,1,Замена малой архитектурной формы из пластмассы в рамках благоустройства территорий объектов спорта,60046098.0,02.03.12 РАБОТЫ ПО БЛАГОУСТРОЙСТВУ ТЕРРИТОРИЙ ОБЪЕКТОВ СПОРТА,Штука,
4.37-3-4,"Монтаж оборудования на открытой площадке, масса оборудования 0,5 т",1 шт.,1,Замена малой архитектурной формы из пластмассы в рамках благоустройства территорий учреждений образования,59116675.0,02.03.11 РАБОТЫ ПО БЛАГОУСТРОЙСТВУ ТЕРРИТОРИЙ УЧРЕЖДЕНИЙ ОБРАЗОВАНИЯ,Штука,
4.37-3-4,"Монтаж оборудования на открытой площадке, масса оборудования 0,5 т",1 шт.,1,Установка малой архитектурной формы из бетона в рамках благоустройства территорий объектов спорта,60046448.0,02.03.12 РАБОТЫ ПО БЛАГОУСТРОЙСТВУ ТЕРРИТОРИЙ ОБЪЕКТОВ СПОРТА,Штука,
4.37-3-4,"Монтаж оборудования на открытой площадке, масса оборудования 0,5 т",1 шт.,1,Установка малой архитектурной формы из бетона в рамках благоустройства территорий учреждений образования,59116613.0,02.03.11 РАБОТЫ ПО БЛАГОУСТРОЙСТВУ ТЕРРИТОРИЙ УЧРЕЖДЕНИЙ ОБРАЗОВАНИЯ,Штука,
4.37-3-4,"Монтаж оборудования на открытой площадке, масса оборудования 0,5 т",1 шт.,1,Установка малой архитектурной формы из дерева в рамках благоустройства территорий объектов спорта,60046449.0,02.03.12 РАБОТЫ ПО БЛАГОУСТРОЙСТВУ ТЕРРИТОРИЙ ОБЪЕКТОВ СПОРТА,Штука,
4.37-3-4,"Монтаж оборудования на открытой площадке, масса оборудования 0,5 т",1 шт.,1,Установка малой архитектурной формы из дерева в рамках благоустройства территорий учреждений образования,59116614.0,02.03.11 РАБОТЫ ПО БЛАГОУСТРОЙСТВУ ТЕРРИТОРИЙ УЧРЕЖДЕНИЙ ОБРАЗОВАНИЯ,Штука,
4.37-3-4,"Монтаж оборудования на открытой площадке, масса оборудования 0,5 т",1 шт.,1,Установка малой архитектурной формы из металла в рамках благоустройства территорий объектов спорта,60046209.0,02.03.12 РАБОТЫ ПО БЛАГОУСТРОЙСТВУ ТЕРРИТОРИЙ ОБЪЕКТОВ СПОРТА,Штука,
4.37-3-4,"Монтаж оборудования на открытой площадке, масса оборудования 0,5 т",1 шт.,1,Установка малой архитектурной формы из металла в рамках благоустройства территорий учреждений образования,59116747.0,02.03.11 РАБОТЫ ПО БЛАГОУСТРОЙСТВУ ТЕРРИТОРИЙ УЧРЕЖДЕНИЙ ОБРАЗОВАНИЯ,Штука,
4.37-3-4,"Монтаж оборудования на открытой площадке, масса оборудования 0,5 т",1 шт.,1,Установка малой архитектурной формы из пластмассы в рамках благоустройства территорий объектов спорта,60046210.0,02.03.12 РАБОТЫ ПО БЛАГОУСТРОЙСТВУ ТЕРРИТОРИЙ ОБЪЕКТОВ СПОРТА,Штука,
4.37-3-4,"Монтаж оборудования на открытой площадке, масса оборудования 0,5 т",1 шт.,1,Установка малой архитектурной формы из пластмассы в рамках благоустройства территорий учреждений образования,59116748.0,02.03.11 РАБОТЫ ПО БЛАГОУСТРОЙСТВУ ТЕРРИТОРИЙ УЧРЕЖДЕНИЙ ОБРАЗОВАНИЯ,Штука,
4.37-3-4,"Монтаж оборудования на открытой площадке, масса оборудования 0,5 т",1 шт.,1,Устройство малой архитектурной формы в рамках строительства велосипедной инфраструктуры,161167156.0,02.03.02.02.02.04 РАБОТЫ ПО УСТРОЙСТВУ ВЕЛОСИПЕДНОЙ ИНФРАСТРУКТУРЫ,Штука,
4.37-3-4,"Монтаж оборудования на открытой площадке, масса оборудования 0,5 т",1 шт.,1,Демонтаж сцены в рамках благоустройства территории,91743866.0,02.03.03.06 ОБУСТРОЙСТВО МАФ ТЕРРИТОРИЙ,Штука,
4.37-3-4,"Монтаж оборудования на открытой площадке, масса оборудования 0,5 т",1 шт.,1,Демонтаж сцены в рамках ремонтно-восстановительных работ на объектах благоустройства,91738797.0,02.06.05.01 РАБОТЫ РЕМОНТНО-ВОССТАНОВИТЕЛЬНЫЕ СВЯЗАННЫЕ С ЭЛЕМЕНТАМИ БЛАГОУСТРОЙСТВА ТЕРРИТОРИЙ,Штука,
4.37-3-4,"Монтаж оборудования на открытой площадке, масса оборудования 0,5 т",1 шт.,1,Установка сцены в рамках благоустройства территории,91742895.0,02.03.03.06 ОБУСТРОЙСТВО МАФ ТЕРРИТОРИЙ,Штука,
4.37-3-4,"Монтаж оборудования на открытой площадке, масса оборудования 0,5 т",1 шт.,1,Установка сцены в рамках ремонтно-восстановительных работ на объектах благоустройства,91743837.0,02.06.05.01 РАБОТЫ РЕМОНТНО-ВОССТАНОВИТЕЛЬНЫЕ СВЯЗАННЫЕ С ЭЛЕМЕНТАМИ БЛАГОУСТРОЙСТВА ТЕРРИТОРИЙ,Штука,
4.37-3-4,"Монтаж оборудования на открытой площадке, масса оборудования 0,5 т",1 шт.,1,Демонтаж дополнительного контейнера – сетки для раздельного сбора отходов в рамках благоустройства территории,91742798.0,02.03.03.06 ОБУСТРОЙСТВО МАФ ТЕРРИТОРИЙ,Штука,
4.37-3-4,"Монтаж оборудования на открытой площадке, масса оборудования 0,5 т",1 шт.,1,Демонтаж дополнительного контейнера – сетки для раздельного сбора отходов в рамках ремонтно-восстановительных работ на объектах благоустройства,91741667.0,02.06.05.01 РАБОТЫ РЕМОНТНО-ВОССТАНОВИТЕЛЬНЫЕ СВЯЗАННЫЕ С ЭЛЕМЕНТАМИ БЛАГОУСТРОЙСТВА ТЕРРИТОРИЙ,Штука,
4.37-3-4,"Монтаж оборудования на открытой площадке, масса оборудования 0,5 т",1 шт.,1,Демонтаж контейнера для раздельного сбора отходов в рамках благоустройства территории,91739615.0,02.03.03.06 ОБУСТРОЙСТВО МАФ ТЕРРИТОРИЙ,Штука,
4.37-3-4,"Монтаж оборудования на открытой площадке, масса оборудования 0,5 т",1 шт.,1,Демонтаж контейнера для раздельного сбора отходов в рамках ремонтно-восстановительных работ на объектах благоустройства,91741753.0,02.06.05.01 РАБОТЫ РЕМОНТНО-ВОССТАНОВИТЕЛЬНЫЕ СВЯЗАННЫЕ С ЭЛЕМЕНТАМИ БЛАГОУСТРОЙСТВА ТЕРРИТОРИЙ,Штука,
4.37-3-4,"Монтаж оборудования на открытой площадке, масса оборудования 0,5 т",1 шт.,1,Замена дополнительного контейнера – сетки для раздельного сбора отходов в рамках благоустройства территории,91741258.0,02.03.03.06 ОБУСТРОЙСТВО МАФ ТЕРРИТОРИЙ,Штука,
4.37-3-4,"Монтаж оборудования на открытой площадке, масса оборудования 0,5 т",1 шт.,1,Замена дополнительного контейнера – сетки для раздельного сбора отходов в рамках ремонтно-восстановительных работ на объектах благоустройства,91738811.0,02.06.05.01 РАБОТЫ РЕМОНТНО-ВОССТАНОВИТЕЛЬНЫЕ СВЯЗАННЫЕ С ЭЛЕМЕНТАМИ БЛАГОУСТРОЙСТВА ТЕРРИТОРИЙ,Штука,
4.37-3-4,"Монтаж оборудования на открытой площадке, масса оборудования 0,5 т",1 шт.,1,Замена контейнера для отдельного сбора отходов в рамках благоустройства территории,91738448.0,02.03.03.06 ОБУСТРОЙСТВО МАФ ТЕРРИТОРИЙ,Штука,
4.37-3-4,"Монтаж оборудования на открытой площадке, масса оборудования 0,5 т",1 шт.,1,Замена контейнера для отдельного сбора отходов в рамках ремонтно-восстановительных работ на объектах благоустройства,91741993.0,02.06.05.01 РАБОТЫ РЕМОНТНО-ВОССТАНОВИТЕЛЬНЫЕ СВЯЗАННЫЕ С ЭЛЕМЕНТАМИ БЛАГОУСТРОЙСТВА ТЕРРИТОРИЙ,Штука,
4.37-3-4,"Монтаж оборудования на открытой площадке, масса оборудования 0,5 т",1 шт.,1,Замена павильона контейнерной площадки при благоустройстве парков,,,, штука
4.37-3-4,"Монтаж оборудования на открытой площадке, масса оборудования 0,5 т",1 шт.,1,Замена элементов контейнерных (бункерных) площадок в рамках благоустройства территорий объектов спорта,60046145.0,02.03.12 РАБОТЫ ПО БЛАГОУСТРОЙСТВУ ТЕРРИТОРИЙ ОБЪЕКТОВ СПОРТА,Штука,
4.37-3-4,"Монтаж оборудования на открытой площадке, масса оборудования 0,5 т",1 шт.,1,Замена элементов контейнерных (бункерных) площадок в рамках благоустройства территорий учреждений образования,59116689.0,02.03.11 РАБОТЫ ПО БЛАГОУСТРОЙСТВУ ТЕРРИТОРИЙ УЧРЕЖДЕНИЙ ОБРАЗОВАНИЯ,Штука,
4.37-3-4,"Монтаж оборудования на открытой площадке, масса оборудования 0,5 т",1 шт.,1,Установка дополнительного контейнера – сетки для раздельного сбора отходов в рамках благоустройства территории,91741601.0,02.03.03.06 ОБУСТРОЙСТВО МАФ ТЕРРИТОРИЙ,Штука,
4.37-3-4,"Монтаж оборудования на открытой площадке, масса оборудования 0,5 т",1 шт.,1,Установка дополнительного контейнера – сетки для раздельного сбора отходов в рамках ремонтно-восстановительных работ на объектах благоустройства,91740773.0,02.06.05.01 РАБОТЫ РЕМОНТНО-ВОССТАНОВИТЕЛЬНЫЕ СВЯЗАННЫЕ С ЭЛЕМЕНТАМИ БЛАГОУСТРОЙСТВА ТЕРРИТОРИЙ,Штука,
4.37-3-4,"Монтаж оборудования на открытой площадке, масса оборудования 0,5 т",1 шт.,1,Установка контейнера для раздельного сбора отходов в рамках благоустройства территории,91740041.0,02.03.03.06 ОБУСТРОЙСТВО МАФ ТЕРРИТОРИЙ,Штука,
4.37-3-4,"Монтаж оборудования на открытой площадке, масса оборудования 0,5 т",1 шт.,1,Установка контейнера для раздельного сбора отходов в рамках ремонтно-восстановительных работ на объектах благоустройства,91742349.0,02.06.05.01 РАБОТЫ РЕМОНТНО-ВОССТАНОВИТЕЛЬНЫЕ СВЯЗАННЫЕ С ЭЛЕМЕНТАМИ БЛАГОУСТРОЙСТВА ТЕРРИТОРИЙ,Штука,
4.37-3-4,"Монтаж оборудования на открытой площадке, масса оборудования 0,5 т",1 шт.,1,Устройство контейнерной (бункерной) площадки в рамках благоустройства территорий объектов спорта,60046219.0,02.03.12 РАБОТЫ ПО БЛАГОУСТРОЙСТВУ ТЕРРИТОРИЙ ОБЪЕКТОВ СПОРТА,Квадратный метр,
4.37-3-4,"Монтаж оборудования на открытой площадке, масса оборудования 0,5 т",1 шт.,1,Устройство контейнерной (бункерной) площадки в рамках благоустройства территорий учреждений образования,59116642.0,02.03.11 РАБОТЫ ПО БЛАГОУСТРОЙСТВУ ТЕРРИТОРИЙ УЧРЕЖДЕНИЙ ОБРАЗОВАНИЯ,Квадратный метр,
4.37-3-4,"Монтаж оборудования на открытой площадке, масса оборудования 0,5 т",1 шт.,1,Устройство контейнерной площадки в рамках компенсационного озеленения,70227533.0,02.04.04.03.01 ВОССТАНОВЛЕНИЕ ЗЕЛЕНЫХ НАСАЖДЕНИЙ В РАМКАХ КОМПЕНСАЦИОННОГО ОЗЕЛЕНЕНИЯ ТЕРРИТОРИЙ,Штука,
4.37-3-4,"Монтаж оборудования на открытой площадке, масса оборудования 0,5 т",1 шт.,1,Устройство контейнерной площадки на особо охраняемых природных территориях,10551886.0,02.03.05 СТРОИТЕЛЬСТВО НА ОСОБО ОХРАНЯЕМЫХ ПРИРОДНЫХ ТЕРРИТОРИЯХ (ООПТ),Штука,
